A1,A1Label,Rel,A2,A2Label,Count
BCIO:006149,belief about the personal desirability of consequences of a behaviour,Part of,MF:0000041,belief,1
BCIO:006147,evaluative belief about a behaviour,Part of,BCIO:006052,knowledge,1
BCIO:006147,evaluative belief about a behaviour,Part of,MF:0000041,belief,1
BCIO:006031,belief about personal susceptibility,Part of,BCIO:006052,knowledge,1
BCIO:006031,belief about personal susceptibility,Part of,MF:0000041,belief,1
BCIO:050597,belief about severity of health condition,Part of,BCIO:006052,knowledge,1
BCIO:050597,belief about severity of health condition,Part of,MF:0000041,belief,1
BCIO:006133,behavioural motivation,Part of,MF:0000041,belief,1
BCIO:050688,intrinsic reward,Part of,BCIO:006052,knowledge,1
BCIO:050688,intrinsic reward,Part of,MF:0000041,belief,1
BCIO:006052,knowledge,Part of,MF:0000031,cognitive representation,1
BCIO:006052,knowledge,Part of,MF:0000033,mental disposition,1
MF:0000041,belief,Part of,MF:0000031,cognitive representation,1
BCIO:050328,attitude,Part of,MF:0000031,cognitive representation,1
BCIO:006086,behavioural opportunity,Part of,BCIO:006001,social environmental system,1
BCIO:006042,normative belief,Part of,BCIO:006001,social environmental system,1
BCIO:006306,belief about threat,Positively influences,MFOEM:000026,fear,1
MFOEM:000026,fear,Influences,BCIO:006306,belief about threat,1
BCIO:050713,motivation to reduce harm,Positively influences,BCIO:050819,harm preventing behaviour,1
BCIO:006061,prevention focused motivational orientation,Positively influences,BCIO:050673,harmful fear reduction mental process,1
MFOEM:000026,fear,Positively influences,BCIO:006061,prevention focused motivational orientation,1
BCIO:006143,belief about message trustworthiness,Positively influences,BCIO:050713,motivation to reduce harm,1
MFOEM:000026,fear,Negatively influences,BCIO:006143,belief about message trustworthiness,1
BCIO:050559,inform about negative consequences BCT,Influences,BCIO:006306,belief about threat,1
BCIO:050559,inform about negative consequences BCT,Influences,BCIO:050607,belief about the positive health consequences of a behaviour,1
BCIO:006306,belief about threat,Influences,BCIO:050607,belief about the positive health consequences of a behaviour,1
BCIO:006030,belief about severity of an outcome,Part of,BCIO:050559,inform about negative consequences BCT,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Part of,BCIO:050559,inform about negative consequences BCT,1
BCIO:006031,belief about personal susceptibility,Part of,BCIO:050559,inform about negative consequences BCT,1
BCIO:006154,self-efficacy belief for a behaviour,Part of,BCIO:050559,inform about negative consequences BCT,1
BCIO:050607,belief about the positive health consequences of a behaviour,Influences (*),BCIO:006143,belief about message trustworthiness,1
BCIO:050607,belief about the positive health consequences of a behaviour,Influences (*),MFOEM:000026,fear,1
BCIO:006306,belief about threat,Influences (*),BCIO:006143,belief about message trustworthiness,1
BCIO:006306,belief about threat,Influences (*),MFOEM:000026,fear,1
BCIO:006024,belief about likelihood of consequences of behaviour,Part of,BCIO:050607,belief about the positive health consequences of a behaviour,1
BCIO:006154,self-efficacy belief for a behaviour,Part of,BCIO:050607,belief about the positive health consequences of a behaviour,1
BCIO:006030,belief about severity of an outcome,Part of,BCIO:006306,belief about threat,1
BCIO:050713,motivation to reduce harm,Part of,BCIO:050840,threat-reducing behaviour,1
BCIO:050819,harm preventing behaviour,Part of,BCIO:050840,threat-reducing behaviour,1
BCIO:006061,prevention focused motivational orientation,Part of,BCIO:050660,fear reduction mental process,1
BCIO:050673,harmful fear reduction mental process,Part of,BCIO:050660,fear reduction mental process,1
BCIO:006030,belief about severity of an outcome,Type of,BCIO:050555,communication message,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Type of,BCIO:050555,communication message,1
BCIO:006031,belief about personal susceptibility,Type of,BCIO:050555,communication message,1
BCIO:006154,self-efficacy belief for a behaviour,Type of,BCIO:050555,communication message,1
BCIO:050603,belief about the discrepancy between one’s current and target state,Influences,BCIO:050818,goal-directed behaviour,1
BCIO:050869,low mental capability to enact a behaviour,Influences,BCIO:050818,goal-directed behaviour,1
BCIO:050631,dissonance reduction process for a behaviour,Influences,BCIO:050818,goal-directed behaviour,1
MFOEM:000001,emotion process,Influences,BCIO:050603,belief about the discrepancy between one’s current and target state,1
BCIO:007022,provide feedback BCT,Influences,BCIO:050570,attending to a goal,1
BCIO:050662,feedback process related to identity,Influences,BCIO:050869,low mental capability to enact a behaviour,1
BCIO:050662,feedback process related to identity,Influences,MFOEM:000001,emotion process,1
BCIO:007022,provide feedback BCT,Influences,BCIO:050662,feedback process related to identity,1
BCIO:050654,external stimulus,Influences,BCIO:007027,provide feedback on outcome of behaviour BCT,1
BCIO:007027,provide feedback on outcome of behaviour BCT,Influences,BCIO:050654,external stimulus,1
BCIO:050662,feedback process related to identity,Influences (*),BCIO:007012,attend to discrepancy between current behaviour and goal BCT,1
BCIO:050603,belief about the discrepancy between one’s current and target state,Influences (*),BCIO:007012,attend to discrepancy between current behaviour and goal BCT,1
BCIO:050768,self-regulation through behavioural feedback,Influences (*),BCIO:007012,attend to discrepancy between current behaviour and goal BCT,1
BCIO:050570,attending to a goal,Influences (*),BCIO:007012,attend to discrepancy between current behaviour and goal BCT,1
BCIO:007022,provide feedback BCT,Part of,BCIO:050603,belief about the discrepancy between one’s current and target state,1
BCIO:006049,goal,Part of,BCIO:050603,belief about the discrepancy between one’s current and target state,1
BCIO:007022,provide feedback BCT,Influences (*),BCIO:050570,attending to a goal,1
BCIO:007022,provide feedback BCT,Influences (*),BCIO:050662,feedback process related to identity,1
BCIO:007022,provide feedback BCT,Influences (*),BCIO:050603,belief about the discrepancy between one’s current and target state,1
BCIO:006049,goal,Influences (*),BCIO:050570,attending to a goal,1
BCIO:006049,goal,Influences (*),BCIO:050662,feedback process related to identity,1
BCIO:006049,goal,Influences (*),BCIO:050603,belief about the discrepancy between one’s current and target state,1
BCIO:050678,information devaluing,Part of,BCIO:050631,dissonance reduction process for a behaviour,1
BCIO:006114,goal setting process,Part of,BCIO:050631,dissonance reduction process for a behaviour,1
BCIO:050697,low motivational disposition to change behaviour,Part of,BCIO:050631,dissonance reduction process for a behaviour,1
BCIO:050445,change behaviour goal BCT,Part of,BCIO:050631,dissonance reduction process for a behaviour,1
BCIO:050570,attending to a goal,Part of,BCIO:007012,attend to discrepancy between current behaviour and goal BCT,1
BCIO:050818,goal-directed behaviour,Part of,BCIO:007012,attend to discrepancy between current behaviour and goal BCT,1
BCIO:050631,dissonance reduction process for a behaviour,Part of,BCIO:007012,attend to discrepancy between current behaviour and goal BCT,1
MFOEM:000001,emotion process,Part of,BCIO:007012,attend to discrepancy between current behaviour and goal BCT,1
BCIO:050869,low mental capability to enact a behaviour,Part of,BCIO:007012,attend to discrepancy between current behaviour and goal BCT,1
MF:0000202,personality,Part of,BCIO:050654,external stimulus,1
MF:0000012,arousal,Type of,MFOEM:000001,emotion process,1
MFOEM:000035,pleasure (emotion),Type of,MFOEM:000001,emotion process,1
BCIO:006096,goal pursuit process,Type of,BCIO:050662,feedback process related to identity,1
BCIO:050869,low mental capability to enact a behaviour,Type of,BCIO:050662,feedback process related to identity,1
MFOEM:000001,emotion process,Type of,BCIO:050662,feedback process related to identity,1
BCIO:050630,disposition to attend to one’s goals,Type of,BCIO:050662,feedback process related to identity,1
BCIO:006154,self-efficacy belief for a behaviour,Type of,BCIO:006096,goal pursuit process,1
MFOEM:000028,anxiety,Type of,BCIO:006096,goal pursuit process,1
BCIO:050705,mental feedback process,Type of,BCIO:006096,goal pursuit process,1
BCIO:006049,goal,Type of,BCIO:050603,belief about the discrepancy between one’s current and target state,1
BCIO:006001,social environmental system,Influences,BCIO:006005,self-regulation capability,1
BCIO:006090,social behavioural opportunity,Influences,BCIO:006005,self-regulation capability,1
BCIO:050826,parenting behaviour,Influences,BCIO:006005,self-regulation capability,1
BCIO:006005,self-regulation capability,Negatively influences,BCIO:050811,cue management behaviour,1
BCIO:050677,impulsive disposition,Type of,BCIO:006005,self-regulation capability,1
BCIO:050942,empathy,Type of,BCIO:006005,self-regulation capability,1
BCIO:050790,temporal orientation,Type of,BCIO:006005,self-regulation capability,1
BCIO:050807,carer monitoring of child behaviour,Type of,BCIO:050826,parenting behaviour,1
BCIO:006147,evaluative belief about a behaviour,Type of,BCIO:050826,parenting behaviour,1
MF:00000006,,Type of,BCIO:050826,parenting behaviour,1
BCIO:007241,provide aversive consequence for behaviour BCT,Type of,BCIO:050826,parenting behaviour,1
BCIO:050955,attachment to a caregiver,Type of,BCIO:050826,parenting behaviour,1
OMRSE:00000064,school facility,Type of,BCIO:006090,social behavioural opportunity,1
BCIO:050639,emotional opportunity,Influences,MFOEM:000001,emotion process,1
BCIO:050723,negative social environmental system,Influences,ADDICTO:0001377,negative self-identity,1
BCIO:006059,motivation to comply,Influences,BCIO:050614,cognitive representation of an alternative behaviour,1
BCIO:050947,motivation to deviate,Influences,BCIO:050614,cognitive representation of an alternative behaviour,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Influences,ADDICTO:0001377,negative self-identity,1
BCIO:036072,antisocial behaviour,Influences,BCIO:050648,evaluative belief about the positive consequences of a behaviour,1
BCIO:050671,group evaluative behavioural norm,Influences,BCIO:050668,goal about one’s resources,1
BCIO:050671,group evaluative behavioural norm,Influences,BCIO:050726,normative goal,1
BCIO:006049,goal,Transitions to,BCIO:050574,background goal,1
BCIO:050835,response cost,Influences,BCIO:006049,goal,1
BCIO:050966,hedonic goal,Type of,BCIO:006049,goal,1
BCIO:050726,normative goal,Type of,BCIO:006049,goal,1
BCIO:050668,goal about one’s resources,Type of,BCIO:006049,goal,1
BCIO:050637,egoistic personal value,Type of,BCIO:006039,perceived norm,1
BCIO:050781,societal personal value,Type of,BCIO:006039,perceived norm,1
BCIO:050708,moral personal value,Type of,BCIO:006039,perceived norm,1
MF:0000045,wanting,Type of,BCIO:050637,egoistic personal value,1
BCIO:006041,perceived evaluative behavioural norm,Type of,ENVO:01000254,environmental system,1
BCIO:006041,perceived evaluative behavioural norm,Type of,BCIO:050654,external stimulus,1
BCIO:006041,perceived evaluative behavioural norm,Type of,ENVO:01000452,environmental disposition,1
BCIO:050654,external stimulus,Type of,ENVO:01000254,environmental system,1
BCIO:050654,external stimulus,Type of,ENVO:01000452,environmental disposition,1
BCIO:006063,personal value,Influences (*),BCIO:006049,goal,1
BCIO:006039,perceived norm,Influences (*),BCIO:006049,goal,1
ENVO:01000254,environmental system,Influences (*),BCIO:006049,goal,1
BCIO:050654,external stimulus,Influences (*),BCIO:006049,goal,1
ENVO:01000452,environmental disposition,Influences (*),BCIO:006049,goal,1
BCIO:050691,knowledge regarding goal attainment,Influences,BCIO:050603,belief about the discrepancy between one’s current and target state,1
BCIO:050215,behavioural capability,Influences,BCIO:050603,belief about the discrepancy between one’s current and target state,1
BCIO:050739,positive reinforcer,Influences,BCIO:050766,self-initiated goal,1
BCIO:050739,positive reinforcer,Influences,BCIO:006043,self-efficacy belief for a behaviour and its associated outcomes,1
BCIO:006043,self-efficacy belief for a behaviour and its associated outcomes,Influences,BCIO:006049,goal,1
BCIO:007022,provide feedback BCT,Influences,BCIO:006043,self-efficacy belief for a behaviour and its associated outcomes,1
BCIO:050603,belief about the discrepancy between one’s current and target state,Influences,BCIO:050886,extent of past behavioural achievement,1
BCIO:050886,extent of past behavioural achievement,Influences,MFOEM:000169,satisfaction,1
BCIO:050699,low opportunity to enact a goal-directed behaviour,Part of,BCIO:006049,goal,1
BCIO:050215,behavioural capability,Part of,BCIO:006049,goal,1
BCIO:050796,well-specified goal,Part of,BCIO:006049,goal,1
BCIO:007022,provide feedback BCT,Influences (*),BCIO:006049,goal,1
BCIO:006043,self-efficacy belief for a behaviour and its associated outcomes,Influences (*),BCIO:006049,goal,1
BCIO:050569,assigned goal,Type of,BCIO:050739,positive reinforcer,1
BCIO:050766,self-initiated goal,Type of,BCIO:006049,goal,1
