Frequency	has annotation	BCIO:036084---association behaviour
Frequency	has annotation	BCIO:050428---behavioural frequency
Differential association	has annotation	BCIO:036084---association behaviour
12---Differential Association Theory	has construct	Favourable / unfavourable definitions of legal codes
12---Differential Association Theory	has construct	Criminal behaviour
Favourable / unfavourable definitions of legal codes	Influences	Criminal behaviour
Favourable / unfavourable definitions of legal codes	has annotation	BCIO:006039---perceived norm
Criminal behaviour	has annotation	BCIO:050810---criminal behaviour
12---Differential Association Theory	has construct	Person-situation complex
12---Differential Association Theory	has construct	Criminal behaviour
Person-situation complex	Influences	Criminal behaviour
Person-situation complex	has annotation	BCIO:015161---personal history
Criminal behaviour	has annotation	BCIO:050810---criminal behaviour
12---Differential Association Theory	has construct	Direction of motives, drives, rationalisations, and attitudes
12---Differential Association Theory	has construct	Learning
Direction of motives, drives, rationalisations, and attitudes	Part of	Learning
Direction of motives, drives, rationalisations, and attitudes	has annotation	BCIO:050950---social learning
Learning	has annotation	GO:0007612---None
12---Differential Association Theory	has construct	Techniques of committing crime
12---Differential Association Theory	has construct	Learning
Techniques of committing crime	Part of	Learning
Techniques of committing crime	has annotation	MF:0000048---mental capability
Learning	has annotation	GO:0007612---None
12---Differential Association Theory	has construct	Situation
12---Differential Association Theory	has construct	Person-situation complex
Situation	Influences (*)	Person-situation complex
Situation	has annotation	BCIO:050731---person’s environmental system
Situation	has annotation	BCIO:006086---behavioural opportunity
Person-situation complex	has annotation	BCIO:015161---personal history
12---Differential Association Theory	has construct	Life experience of the person
12---Differential Association Theory	has construct	Person-situation complex
Life experience of the person	Influences (*)	Person-situation complex
Life experience of the person	has annotation	BCIO:015161---personal history
Person-situation complex	has annotation	BCIO:015161---personal history
12---Differential Association Theory	has construct	Opportunity for a criminal act
12---Differential Association Theory	has construct	Situation
Opportunity for a criminal act	Influences (*)	Situation
Opportunity for a criminal act	has annotation	BCIO:006086---behavioural opportunity
Situation	has annotation	BCIO:050731---person’s environmental system
Situation	has annotation	BCIO:006086---behavioural opportunity
12---Differential Association Theory	has construct	Learning
12---Differential Association Theory	has construct	Life experience of the person
Learning	Influences (*)	Life experience of the person
Learning	has annotation	GO:0007612---None
Life experience of the person	has annotation	BCIO:015161---personal history
12---Differential Association Theory	has construct	Differential association
12---Differential Association Theory	has construct	Life experience of the person
Differential association	Influences (*)	Life experience of the person
Differential association	has annotation	BCIO:036084---association behaviour
Life experience of the person	has annotation	BCIO:015161---personal history
12---Differential Association Theory	has construct	Non-verbal communication
12---Differential Association Theory	has construct	Communication
Non-verbal communication	Influences (*)	Communication
Non-verbal communication	has annotation	BCIO:050238---non-linguistic communication behaviour
Communication	has annotation	BCIO:036034---human communication behaviour
12---Differential Association Theory	has construct	Verbal communication
12---Differential Association Theory	has construct	Communication
Verbal communication	Influences (*)	Communication
Verbal communication	has annotation	BCIO:050237---linguistic communication behaviour
Communication	has annotation	BCIO:036034---human communication behaviour
13---Diffusion of Innovations	has construct	Software information
13---Diffusion of Innovations	has construct	Innovation-evaluation information
Software information	Influences	Innovation-evaluation information
13---Diffusion of Innovations	has construct	Innovation-evaluation information
13---Diffusion of Innovations	has construct	Uncertainty
Innovation-evaluation information	Negatively influences	Uncertainty
Uncertainty	has annotation	BCIO:050864---feeling of uncertainty about one’s behaviour
13---Diffusion of Innovations	has construct	Innovation clusters
13---Diffusion of Innovations	has construct	Adoption/rejection
Innovation clusters	Positively influences	Adoption/rejection
13---Diffusion of Innovations	has construct	Characteristics of Innovations
13---Diffusion of Innovations	has construct	Adoption/rejection
Characteristics of Innovations	Influences	Adoption/rejection
13---Diffusion of Innovations	has construct	Communication Channels
13---Diffusion of Innovations	has construct	Adoption/rejection
Communication Channels	Positively influences	Adoption/rejection
Communication Channels	has annotation	BCIO:050384---communication
13---Diffusion of Innovations	has construct	Interpersonal
13---Diffusion of Innovations	has construct	Modelling
Interpersonal	Influences	Modelling
Interpersonal	has annotation	BCIO:036034---human communication behaviour
Modelling	has annotation	BCIO:037024---None
13---Diffusion of Innovations	has construct	Modelling
13---Diffusion of Innovations	has construct	Adoption/rejection
Modelling	Positively influences	Adoption/rejection
Modelling	has annotation	BCIO:037024---None
13---Diffusion of Innovations	has construct	Innovation
13---Diffusion of Innovations	has construct	Adoption/rejection
Innovation	Influences	Adoption/rejection
13---Diffusion of Innovations	has construct	Innovation-decision
13---Diffusion of Innovations	has construct	Time
Innovation-decision	Influences	Time
Innovation-decision	has annotation	BCIO:006116---decision-making
13---Diffusion of Innovations	has construct	Knowledge
13---Diffusion of Innovations	has construct	Persuasion
Knowledge	Transitions to	Persuasion
Knowledge	has annotation	BCIO:006054---knowledge regarding an innovation
Persuasion	has annotation	BCIO:050650---evaluative belief formation
13---Diffusion of Innovations	has construct	Persuasion
13---Diffusion of Innovations	has construct	Decision
Persuasion	Transitions to	Decision
Persuasion	has annotation	BCIO:050650---evaluative belief formation
Decision	has annotation	BCIO:006048---behavioural decision
13---Diffusion of Innovations	has construct	Decision
13---Diffusion of Innovations	has construct	Implementation
Decision	Transitions to	Implementation
Decision	has annotation	BCIO:006048---behavioural decision
Implementation	has annotation	BCIO:036000---individual human behaviour
13---Diffusion of Innovations	has construct	Implementation
13---Diffusion of Innovations	has construct	Confirmation
Implementation	Transitions to	Confirmation
Implementation	has annotation	BCIO:036000---individual human behaviour
Confirmation	has annotation	BCIO:050802---approval seeking behaviour
13---Diffusion of Innovations	has construct	Innovativeness
